datetime;username;content
2022-10-15 14:07:03+00:00;hidupijo27;@ChusnulCh__ @ganjarpranowo @aniesbaswedan sya pilih anis baswedan dri pd milih ganjar 
2022-10-15 14:06:23+00:00;DedenLG;@suharmokos @randhilicious @detikcom Karena apakah yg membuat elektabilitas Pak Ganjar tinggi? Jateng Makin Maju dan Sejahtera kah?
2022-10-15 14:04:47+00:00;alifaltama;"@RinalDelapanen2 @ChusnulCh__ @ganjarpranowo Itu persepsi yang gk suka sama pak ganjar. Ini media buzzer oposisi ya? Kok abal"" semua"
2022-10-15 14:04:20+00:00;anggiawanmur;@Tita83079013 @Gembelengaan Ganjar pranowo YES oke
2022-10-15 14:03:56+00:00;abujibril;@psi_id Maaf, namanya Pak Ganjar disebut-sebut di kasus e-KTP. Itu belum klir, smp sekarang. Juga soal Wadas🙏🙏🙏
2022-10-15 14:03:53+00:00;Ugi7498;@Stevaniehuangg Hahahahaha mana pendukung Ganjar. Berani bantah. Bisa didepak dari partai PDIP.
2022-10-15 14:03:37+00:00;PHLambudong;@Dnok_Ayu @LekMarteg @ganjarpranowo Salah satu bukti kalau pak. Ganjar sangat dicintai rakyatnya.
2022-10-15 14:02:38+00:00;MARQUEZ__93;@SETYAKI22965702 Pak Ganjar soal Korupsi masuk di sekolah²
2022-10-15 14:02:28+00:00;di_dimu54412940;"Cocok Pak Hasto, karena melihat kondisi sekarang yang sudah dipondasi oleh Pak Jokowi, Indonesia yang sdh sejajar dgn negara"" maju dan diprediksi akan menjadi negara urutan ke-4 ekonomi dunia. Dan itu hanya Ganjar Pranowo yang pantas dalam memenuhi syarat itu. https://t.co/DR72CHRHV6"
2022-10-15 14:02:07+00:00;DaniRismanto1;Rakyat Indonesia: Ganjar Untuk Rakyat - Tandatangani Petisi! https://t.co/PpENjhWW0b lewat @ChangeOrg_ID
2022-10-15 14:01:54+00:00;4_gp2024;Setelah sukses di Kota Surabaya, Bandung dan Bandar Lampung, kini Ganjar Pranowo Festival #4 akan hadir di Dieng!! Yakin gamau Hadir?? 29 Oktober Yuk persiapkan diri kamu untuk hadir. #GanjarPranowoFestival #GPFest4 #GPFestJawaTengah #SahabatGanjar #GanjarPranowo #Ganjar https://t.co/HeuNFF1orb
2022-10-15 14:01:50+00:00;DaniRismanto1;Rakyat Indonesia: Ganjar Untuk Rakyat - Tandatangani Petisi! https://t.co/sIrxMO023c lewat @ChangeOrg_ID
2022-10-15 14:00:10+00:00;4_gp2024;Gubernur Jawa Tengah, Ganjar Pranowo mengaku siap mendengar aspirasi masyarakat terkait ditutupnya akses jalan di bawah Fly Over Ganefo, Mranggen, Kabupaten Demak.
2022-10-15 13:59:55+00:00;Dnok_Ayu;Idealnya.. Makin bagus pelayanan, makin kecil keluhan masyarakat. Birokrasi disederhanakan, pusat pelayanan ditingkatkan. Tinggal masy ikut aturannya. 👍. Tul ga #SahabatGanjar?. Satu Mal Pelayanan Publik (MPP) ke-17  (Di Kab Grobogan) diresmikan Gubernur Jateng #Ganjar Pranowo. https://t.co/PigGjQ3T7V
2022-10-15 13:59:49+00:00;Lisa_180102;"@ganjarpranowo Yg lain ketemu pak ganjar ""pak minta foto pak"". Kalau saya yg ketemu beliau ""pak minta motor pak"". Halu dulu gapapa, tapi jg gak mungkin ketemu apalagi dikasih 😂"
2022-10-15 13:59:45+00:00;Idosorjati;@ganjarpranowo Wonosari gunungkidul yogyakarta...mas ari fans berat pak ganjar....ra mekakat oleh rejeki bs ktmu pak ganjar....
2022-10-15 13:58:59+00:00;Zyanpatra;Ganjar Beli 5 Pompa Mobile Baru untuk Disiagakan di Titik Rawan Banjir Rob https://t.co/N4lF8ofUAS
2022-10-15 13:57:36+00:00;4_gp2024;Gubernur Jawa Tengah, Ganjar Pranowo, meresmikan Mal Pelayanan Publik (MPP) ke-17 yaitu di Kabupaten Grobogan, Jawa Tengah.
2022-10-15 13:55:27+00:00;4_gp2024;Buat kalian gak usah sedih lagi dong, karena Ganjar Pranowo Festival #4 akan hadir di Dieng. 29 Oktober, Lapangan Pandawa!! Datang yuk kita nonton konser bersama disana.
2022-10-15 13:55:16+00:00;muhamma34148675;@psi_id ogah ...ganjar aja yg di calonkan bingung. psi iki sopo ?
2022-10-15 13:55:14+00:00;_rakyatmerdeka;DPC PPP Mataraman Deklarasi Ganjar Capres 2024 https://t.co/JnSIur2sK2
2022-10-15 13:55:08+00:00;MrSimpl92795338;@liputan6dotcom Itu sudah di lakukan ganjar
2022-10-15 13:55:01+00:00;eradotid;"Mal pelayanan publik ini bisa dijadikan ajang untuk promo apapun,"" kata Ganjar https://t.co/HMpsIFzhaX"
2022-10-15 13:54:29+00:00;PanciB0zz;@DestaMega27 Ntar dibilang mirip Ganjar 🤦
2022-10-15 13:54:21+00:00;muzniamna;@ChusnulCh__ @ganjarpranowo @aniesbaswedan Pak ganjar mmg hebat, bisa puaskan masyarakat wadas
2022-10-15 13:53:49+00:00;PilihGanjar;Semua pompa yang ada di seluruh Jawa Tengah saya minta untuk standby karena curah hujan yang tinggi. Termasuk pompa air yang ada di Semarang. Untuk teman-teman penjaga rumah pompa, tetap semangat agar kita semua selamat.
2022-10-15 13:52:48+00:00;_rakyatmerdeka;Hasil Rakerwil, DPW PAN NTT Sepakat Usung Ganjar Pranowo Capres 2024 https://t.co/8litJJqdYz
2022-10-15 13:52:46+00:00;4_gp2024;Semangat tak kenal lelah dilakukan oleh Sahabat Ganjar. Kali ini, Kota Semarang menjadi daerah yang dijadikan lokasi untuk mengenalkan Ganjar Pranowo. Berlangsung pada 8-9 Oktober 2022, rangkaian kegiatan berjalan dengan sangat meriah. https://t.co/DP7DPtDYx8
2022-10-15 13:52:10+00:00;adventyas;@Danki_Cebong Tapi spt yg kita tau, blm ada yg mau dukung P'Ganjar maju Pilpres, sampai Partainya sendiri msh penuh pertimbangan memajukan kadernya yg satu ini🤭
2022-10-15 13:52:05+00:00;SINDOnews;Hasil Rakerwil, DPW PAN NTT Sepakat Usung Ganjar Pranowo Capres 2024
2022-10-15 13:51:26+00:00;BeritakanID_com;PAN NTT Umumkan Ganjar Capres 2024, Awang Notoprawiro: Malam Ini Disampaikan ke Ketua Umum
2022-10-15 13:51:07+00:00;ikg_buleleng;@Uki23 Ini juga ya prestasi ganjar  utk.rakyat wadas https://t.co/LK8wCJrtfY
2022-10-15 13:50:43+00:00;4_gp2024;Ganjar menyebutkan, pembangunan jembatan layang Ganefo menelan anggaran sebesar Rp109,03 miliar.
2022-10-15 13:50:43+00:00;Syafi37466846;@psi_id @pdippalembang udah pecat Ganjar?
2022-10-15 13:50:42+00:00;4_gp2024;Ganjar Pranowo meresmikan Fly Over Ganefo, Mranggen. Ganjar mengatakan,  pembangunan jembatan layang itu diprioritaskan untuk memecah kemacetan, yang terjadi di ruas tersebut selama bertahun-tahun. https://t.co/28XjWM73Ej
2022-10-15 13:50:27+00:00;4_gp2024;Ganjar Pranowo menyempatkan diri berziarah ke makam ulama terkenal Kalimantan Selatan, Syekh Muhammad Arsyad Al-Banjari. Di sini Ganjar datang untuk menghadiri pembukaan MTQ Nasional ke-29.
2022-10-15 13:49:48+00:00;Rahayu60336018;@Heritanjung13 @ganjarpranowo Mari kita dukung pak ganjar masuk istana dan Kita dukung pak anis masuk penjara
2022-10-15 13:48:02+00:00;jpnncom;Ganjar Pranowo mengatakan, keberadaan pompa mobile ini akan sangat membantu penanganan banjir. Hal ini berkaca melihat pengalaman sebelumnya. #GanjarPranowo https://t.co/7aoBK4pDHI
2022-10-15 13:47:49+00:00;di_dimu54412940;Segala hal bisa dibicarakan dan dicari solusi kalau dirembuk. Pembangunan itu pasti demi kemaslahatan bersama, dan pasti ada sedikit masalah menyertai, tapi bukan berarti masalah itu dijadikan besar karena tidak adanya komunikasi. Serahkan saja pada pak Ganjar😊
2022-10-15 13:47:32+00:00;Antonio76363114;@Uki23 Iya2 skrg Anies sdh turun jabatan pd leluasa ya, menampilkan penghargaan yg diterima oleh Ganjar, kmrn knapa hal ini ga dipublikasi? Sibuk nyari kesalahan Anies? Hadeuuuhhh🤦🤦🤦
2022-10-15 13:46:58+00:00;danamambari;@bwinarso99 Hasil Kerja Ganjar 10tahun 😂😂😂😂 https://t.co/vGahf4zpRi
2022-10-15 13:46:43+00:00;ridhorahadi;Komentar Warga Jawa Tengah Tentang Anies Baswedan dan Ganjar Pranowo 
2022-10-15 13:46:39+00:00;mbsnewsid;Survei Membuktikan, Prabowo Jadi Sosok Paling Diterima Pemilih Ganjar dan Anies https://t.co/kYv7rZCZ9Q
2022-10-15 13:46:00+00:00;historyofpersib;@MadaraU49083477 @cowobangkit ganjar a, ngalangkung pami ka pangandaran
2022-10-15 13:44:50+00:00;Badmilova;@iqbal_farabi Ganjar pun sama didemo dan dimaki2 malah berdialog, tinggal main manteb2an buzzernya aja diantara mereka berdua, keunggulan anies didukung pemuda hijrah
2022-10-15 13:44:28+00:00;danamambari;@FirzaHusain Hasil Kerja Ganjar selama 10 tahun 😂😂😂😂😂 https://t.co/WDyJKZcaKP
2022-10-15 13:44:05+00:00;mulyamin;@HermanLanang3 @bachrum_achmadi Iya benar banget. Apalagi si ntu, yg nyalonin pak Ganjar, punya suara bocil alias anak bawang.
2022-10-15 13:43:07+00:00;jurnascom;Antisipasi Banjir Ganjar Pranowo Pastikan Rumah Pompa Siap Pakai https://t.co/KRzSEb5rU7
2022-10-15 13:42:27+00:00;dukung_ganjar;Santri Dukung Ganjar Jawa Barat melaksanakan kegiatan Safari Pesantren di Garut,Sukabumi,dan Bandung Pada Tanggal 15/10/2022.  #Ganjar #Ganjarpranowo #Ganjar2024 #Ganjarpranowo2024 #santridukungganjarjabar https://t.co/ENe4LwLTzA
2022-10-15 13:40:53+00:00;geloraco;Elektabilitas Prabowo Subianto Melesat Menurut Survei LSP, Disusul Ganjar dan Anies
2022-10-15 13:40:53+00:00;mrxnobody007;"@pakaisehatakal @ganjarpranowo Sama kaya komen yg di ig "" kenapa gak berhenti dulu"" di jawab sama bu atikoh istrinya pak ganjar. Bahwa dia sdh berhenti buat foto baru lnjut jalan. Video gak full jadinya ya gini."
2022-10-15 13:40:44+00:00;adventyas;@Danki_Cebong Nah itu, lebih sangsi lagi kalo harapannya bisa ratakan radikal rasanya masih jauh, maklum melihat rekam jejaknya yg buat saya ragu... Malah Kalo P'Ganjar kan berani kasih sangsi buat para guru yg terbukti radikal
2022-10-15 13:39:06+00:00;amralvro;@ganjarpranowo Ambil aja motornya bang gapapa, yeng penting udah fotbar sama pak ganjar hahahha
2022-10-15 13:38:45+00:00;sahabatganjar;Gubernur Jawa Tengah, Ganjar Pranowo mengaku siap mendengar aspirasi masyarakat terkait ditutupnya akses jalan di bawah Fly Over Ganefo, Mranggen, Kabupaten Demak.
2022-10-15 13:38:35+00:00;korangala;Cek Fakta: Amarah Megawati Memuncak, Ganjar Pranowo Resmi Dipecat dari PDIP, Benarkah? https://t.co/n9Mnbm9WaB
2022-10-15 13:38:31+00:00;SINDOnews;Diterima Pemilih Ganjar dan Anies, Survei LSP: Kesan Pemersatu Melekat pada Prabowo
2022-10-15 13:37:08+00:00;VIVAcoid;13 DPC PPP di Jatim Dukung Ganjar Capres 2024, Ini Alasannya https://t.co/K1nJ7BY1jE
2022-10-15 13:37:01+00:00;MadechanS;@alexanderysq9 @ChusnulCh__ @ganjarpranowo BuzzerRp nya Ganjar baru bangun sept 22.....
2022-10-15 13:36:46+00:00;KuncungKecil;Beda banget kaya bumi dan langit, cara dialog Ganjar...
2022-10-15 13:36:34+00:00;jawapos;DPW PAN NTT Dukung Ganjar Pranowo Menjadi Capres pada Pilres 2024 https://t.co/PY6Ig8m60I
2022-10-15 13:36:17+00:00;SeputariNews;Diterima Pemilih Ganjar dan Anies, Survei LSP: Kesan Pemersatu Melekat pada Prabowo
2022-10-15 13:36:12+00:00;Hendriyanisusa1;@ganjarpranowo Penggemar berat ,gak perduli motor nya yang penting bapak Ganjar dulu https://t.co/MJXJfgA9L7
2022-10-15 13:34:38+00:00;kumparan;"Relawan ""Sedherek Ganjar Pranowo Gunungkidul"" mendeklarasikan dukungannya agar Ganjar menjadi Presiden RI 2024. https://t.co/HFPpDMHsPK"
2022-10-15 13:34:32+00:00;MadechanS;@Miduk17 John miduk.....kamu ngarepin jadi komisaris kalo Ganjar jadi presiden ??  Ganjar aja 2023 akan lepas jabatan.....dia juga sarankan jangan bikin drama perpisahan.....
2022-10-15 13:33:07+00:00;Zaindamai;Teriakan yg jujur Warga DKI jakarta #2024GanjarPranowo @ganjar_center https://t.co/l3dX0rcWp5
2022-10-15 13:32:27+00:00;BeritaDotMedia;, Sebagai figur yang digadang-gadang bakal maju pada pemilihan presiden (pilpres) 2024, sosok Ganjar #berita #daerah https://t.co/HISUE7VxEx
2022-10-15 13:30:28+00:00;sarjito2603;@herrikusnadi @M45Broo_ Bakal calon ada pak prabowo, pak airlangga, mbak puan, pak ganjar, pak anies, pak erick. Kenapa hanya pak anies yg diserang?? Banjir ada dimana2 bahkan jabodetabek. Knp hanya pak anies yg diserang..
2022-10-15 13:30:04+00:00;rentultull;@GanjaranApp Buset semuanya heboh pada ngedukung pak Ganjar
2022-10-15 13:29:13+00:00;rentultull;@GanjaranApp Pak Ganjar selalu menyemangati ya pak #GanjaranApp #GanjarKita
2022-10-15 13:29:07+00:00;pasadenasl;Rocky Gerung Sebut di Era Ganjar Kemiskinan Jateng Naik, Jadi Sumber Radikalisme
2022-10-15 13:29:03+00:00;liputan6dotcom;Ganjar Beli 5 Pompa Mobile Baru, Disiagakan di Titik Rawan Banjir Rob https://t.co/h96ue2Kadh
2022-10-15 13:28:59+00:00;MudrikaReka;@VIVAcoid Kerja mbak @puanmaharani_ri untuk capres ga ada manfaatnya kalau kader partai anda ditiap propinsi ga kerja sama sekali ..membiarkan deklarasi dukungan kepada Ganjar ibarat membuat kuburan untuk mbak...
2022-10-15 13:28:10+00:00;CTodolo;@Aryprasetyo85 @ganjarpranowo Hayo dukung Pak Ganjar RI 1 👍
2022-10-15 13:27:43+00:00;joshua5013_;@GanjaranApp relawan pak Ganjar makin banyak aja nih
2022-10-15 13:27:17+00:00;rentultull;@GanjaranApp Pak Ganjar harus di dukung terus #GanjaranApp #GanjarKita
2022-10-15 13:26:59+00:00;sahabatganjar;Selain Gus Khayat sapaanya, Ketua DPC Kabupaten Bojonegoro, Slamet Supriyadi juga turut hadir dalam kompetisi senam yang melombakan beberapa kategori tersebut.
2022-10-15 13:26:56+00:00;sahabatganjar;Dewan Pembina Sahabat Ganjar, KH. Khayatul Maky hadir pada Aerobic Competition dan Zumba Party yang berlangsung pada Sabtu (15/10/2022) di Gor Basket, Kecamatan Banjarnegara, Kabupaten Banjarnegara.
2022-10-15 13:26:56+00:00;pasadenasl;Ganjar 8 Tahun Jadi Gubernur, PDIP: Kemiskinan Ekstrem di Jateng Meningkat | Republika Online Mobile https://t.co/f5hRcrtZKK
2022-10-15 13:26:40+00:00;4_gp2024;Gubernur Jawa Tengah Ganjar Pranowo membeli lima buah pompa mobile. Kelima mobil pompa tersebut disebar ke titik rawan bencana banjir atau rob, antara lain Pekalongan, Tegal, Semarang hingga Kudus.
2022-10-15 13:24:30+00:00;fadlyhendra11;@JimmiManopo2 @deditelaumbanu4 yg bego itu ganjar pranowo dan jokowi sama ngga punya prestasi https://t.co/e5yM55rV5e
2022-10-15 13:24:30+00:00;SINDOnews;Diterima Pemilih Ganjar dan Anies, Survei LSP: Kesan Pemersatu Melekat pada Prabowo
2022-10-15 13:23:10+00:00;Beni332211;@AgungKuswanto19 @nusantara_one @NasDem @DKIJakarta Gak perlu dengan ganjar...asal Pribumi saja sudah cukup, dengan catatan..yg sejalan dengan pak Jokowi...lrn terbukti..yang tambun kemaren...bisanya prihatin dan bikin album lagu
2022-10-15 13:23:08+00:00;__RismaWidiono_;Akhir Pekan Seru Sahabat Ganjar, Gelar Bazar Murah sampai Deklarasi Komunitas Bajaj Dukung @ganjarpranowo, di kawasan Kecamatan Ciracas, Kota Jakarta Timur.
2022-10-15 13:21:46+00:00;mulyadimalang;@ganjarpranowo Nek wes kadung dicintai Rakyatnya, Mantap Pak Ganjar👍
2022-10-15 13:21:34+00:00;aktualofficial;Pimpin Apel Kesiagaan Bencana, Ganjar: Respon Cepat Kunci Pencegahan dan Penanganan https://t.co/uhlfwZCyJg
2022-10-15 13:21:31+00:00;4_gp2024;Wisata Geopark Desa Karangsari, Kecamatan Brati, Kabupaten Grobogan diresmikan. Peresmian dilakukan Gubernur Jateng Ganjar Pranowo bersama Bupati Grobogan Sri Sumarni didampingi Kades Karangsari, Suhartini.
2022-10-15 13:21:29+00:00;HendragunaSonny;@psi_id Ganjar bagusny duet sama penjual dawet broo😅
2022-10-15 13:20:33+00:00;tvOneNews;Elektabilitas Prabowo Subianto Melesat Menurut Survei LSP, Disusul Ganjar dan Anies https://t.co/mDWIGZd9fz
2022-10-15 13:19:31+00:00;faiz263Ak;@Ganjar4RI @ganjarpranowo Sudah pasti 100% : Ganjar
2022-10-15 13:19:28+00:00;di_dimu54412940;Keren ni emak-emak NTT, rame-rame datang untuk mendukung Ganjar Pranowo jadi presiden 2024.
2022-10-15 13:19:17+00:00;KuswantoDjoko;@psi_id Nah benerkan, dia nyapres ganjar &amp
2022-10-15 13:19:11+00:00;4_gp2024;Ganjar Pranowo Resmikan Flyover Ganefo Mranggen Demak. Ia didampingi Bupati Demak Eisti'anah secara langsung meresmikan Flyover Ganefo Mranggen. https://t.co/5idpq5h2No
2022-10-15 13:18:24+00:00;anggiawanmur;@Ganjar4RI Ganjar pranowo YES oke
2022-10-15 13:17:22+00:00;4_gp2024;Seperti Apa kegiatan Jumat Berkah Sahabat Ganjar di Kota Jakarta? Yuk tonton disini.
2022-10-15 13:17:10+00:00;bolangnakal168;@theT4ntryS1 @ganjarpranowo Bravo Ganjar P https://t.co/MIRbdl4gvb
2022-10-15 13:15:52+00:00;Yayyakultt;PDI Perjuangan hingga kini belum menentukan capres 2024. Hanya saja, simbol Banteng kini diwakili Puan Maharani, bukan Ganjar Pranowo yg diminta fokus menjadi Gubernur Jawa Tengah. https://t.co/JXaRi0IhAy
2022-10-15 13:14:51+00:00;OmSENANGni;@tjahjo1008 @PartaiSocmed @ganjarpranowo Pendukung ganjar merasa paling pancasila dan merasa paling memiliki nkri
2022-10-15 13:14:49+00:00;mulyanam8;@VIVAcoid Ayo gaes kita dukung Ganjar karena karakter yang mirip Jokowi hanya ada pada Ganjar
2022-10-15 13:13:06+00:00;Ke7car;@Muhammad_Saewad Menurut ane lebih baik Pak Ganjar dari pada pak anis. Nnti indonesia dikecilin jalannya sprti jkt. Macet dimana2. Menurut anda..?
2022-10-15 13:12:26+00:00;nindya_arkan;@psi_id Kok nggak ada malunya, padahal sdh dilepeh sama ganjar. 
2022-10-15 13:12:09+00:00;VIVAcoid;Kader PPP se-Mataraman Siap Dukung Ganjar Pranowo di Pilpres 2024 https://t.co/yRAOG8WJgd https://t.co/bhkucOuDS5
2022-10-15 13:12:04+00:00;Sumsel_RMOL;https://t.co/eXhDmyfMK9 -  PAN NTT Umumkan Ganjar Capres 2024, Awang Notoprawiro: Malam Ini Disampaikan ke Ketum https://t.co/26DvElb44b
2022-10-15 13:11:45+00:00;bettahalfmoon09;@ajengcute16__ Nggak cerdas jawabnya. Kena Prank si Deddy. Nggak sadar mas Ganjar ini akan etika dialek kata ya. Turun jatuh nilai integritasnya. Nggak pantas lagi untuk Capres
2022-10-15 13:10:40+00:00;4_gp2024;Hari Jumat adalah hari yang penuh kemuliaan dan keutamaan bagi umat muslim di seluruh dunia. kini Sahabat Ganjar hadir dengan mengadakan kegiatan Jumat Berkah di Kec. Cilincing, Kota Jakarta Utara. Melalui momentum ini, Sahabat Ganjar galang silaturahmi kepada warga DKI Jakarta https://t.co/Qf4EvnXlsn
2022-10-15 13:09:18+00:00;rosdianayu_;@GanjaranApp Semua org pasti kenal pak ganjar
2022-10-15 13:07:49+00:00;monikgunawan_;@GanjaranApp Pak ganjar itu bukan org biasa  #GanjaranApp #GanjarKita
2022-10-15 13:07:15+00:00;Marbot_Udien;Pak Ganjar Pranowo, tutur Anne Avantie memberikan aura positif, energi yang luar biasa dan itu adalah potret yang harus kita pigurakan, yang lensanya harus menjadi satu frame. Itu yang menjadi satu visi misi kita untuk tetap positif meski di saat yang tidak baik sekalipun. https://t.co/x9S0F8wy9c
2022-10-15 13:06:54+00:00;topikmiplik;@GanjaranApp Bangga bgt punya pemimpin seperti pak ganjar  #GanjaranApp #GanjarKita
2022-10-15 13:06:47+00:00;BagusPribumi;@Uki23 Penghargaan E-KTP udah ditrrima ganjar belum ki..??🤣🤣
2022-10-15 13:05:48+00:00;candrapembasmi;Kalo Ganjar prestasinya apaan cenul?? https://t.co/dXDJT8GCLG
2022-10-15 13:05:14+00:00;bowo_1987;@ganjarpranowo Apa prestasi Ganjar ? Dia jago nya cuma main medsos.. by desain.. ini yg bicara Trimedya Panjaitan politikus senior PDIP loh, bukan kaleng2. https://t.co/yAEPUK0S6t
2022-10-15 13:04:45+00:00;BappDirgahayu;@MarahIchsan Ayok ngumpul di JIS... Ucapan terima kasih buat deklarasi pak ganjar... Saya dan istri siap berangkat dari kalimantan..
2022-10-15 13:04:01+00:00;4_gp2024;Menurut Ketua DPW PAN Kalsel H Muhidin, Ganjar adalah sosok pemimpin cerdas, pemimpin yang cocok untuk kebutuhan Indonesia ke depan. https://t.co/QtILOVp8sa
2022-10-15 13:03:58+00:00;4_gp2024;Dewan Pengurus Wilayah (DPW) Partai Amanat Nasional (PAN) Kalimantan Selatan mendeklarasikan Gubernur Jawa Tengah Ganjar Pranowo sebagai Calon Presiden (Capres) 2024.
